latitude	longitude	geometry	coordinates	@id	Loading Dock X Coordinates	Loading Dock Y Coordinates	Loading Dock Details	brand	brand:en	brand:wikidata	brand:wikipedia	building	currency:EUR	name	name:en	opening_hours	opening_hours:covid19	shop	addr:city	addr:housenumber	addr:postcode	addr:street	brand:el	name:el	payment:cash	payment:debit_cards	phone	website	alt_name	operator	branch	int_name	source	wheelchair	building:levels	delivery	email	addr:housename	addr:country	addr:province	amenity	facebook	parking	twitter	payment:cards	payment:credit_cards	condition	level	organic	landuse	addr:district	short_name	short_name:en	contact:phone	addr:unit	contact:email	contact:fax	contact:website	vegan	old_name	payment:coins	payment:mastercard	payment:notes	payment:visa	recycling_type	name:de	name:ru	atm	indoor	cuisine	note	ref	addr:interpolation	toilets:wheelchair	addr:place	addr:neighborhood	name:int	payment:credit_card	diet:vegan	start_date	clothes	description	contact:facebook	contact:messenger	vegetarian	payment:bitcoin	name:ko	payment:american_express	payment:contactless	payment:diners_club	payment:visa_electron
23.7087833	37.9603481	Polygon	23.7087833,37.9603481,23.7087151,37.9603029,23.708649,37.9602591,23.7087622,37.9601529,23.7086758,37.9600958,23.7085746,37.9600288,23.7086999,37.9599111,23.7086281,37.9598636,23.70873,37.9597679,23.7087773,37.9597235,23.7088754,37.9597884,23.7090164,37.9598818,23.7091628,37.959977,23.7093443,37.9601006,23.7090482,37.9603818,23.7088718,37.960265,23.7087833,37.9603481	way/398847204				Lidl		Q151954	en:Lidl	yes		Lidl				supermarket	Καλλιθέα	77	17671	Ελευθερίου Βενιζέλου																					surface																																																
23.8148515	38.0289661	Polygon	23.8148515,38.0289661,23.815095,38.0288403,23.8152913,38.0290754,23.8151264,38.029164,23.8151029,38.0291248,23.8148986,38.02903,23.8148515,38.0289661	way/403907678								retail	yes	Σκλαβενίτης		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																	1																																																								
23.7985551	38.0199034	Polygon	23.7985551,38.0199034,23.7984666,38.019764,23.7986382,38.0197013,23.7986556,38.0197293,23.7987232,38.0198379,23.7985551,38.0199034	way/404031138								yes	yes	BAZAAR		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																yes																																																									
23.8215225	38.0328884	Polygon	23.8215225,38.0328884,23.8218711,38.0326737,23.8220321,38.0328061,23.8219135,38.0329093,23.821595,38.0329246,23.8215225,38.0328884	way/404375231								yes	yes	MyMarket		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα	142	152 34	Λεωφόρος Πεντέλης																																																																					
23.6437411	37.9544044	Polygon	23.6437411,37.9544044,23.6437311,37.9537386,23.6439196,37.9537355,23.6439202,37.9538873,23.6440474,37.9538873,23.6440411,37.9541116,23.6443066,37.9540627,23.6443447,37.9540561,23.6444193,37.9542939,23.6442914,37.9543147,23.6437411,37.9544044	way/405939307								retail		My market		Mo-Fr 08:0-21:00; Sa 08:00-20:00		supermarket	Πειραιάς	13	18545	Παλαμηδίου					+30 210 4210332	https://www.mymarket.gr/						yes		yes	sm39@mymarket.gr																																																						
23.823649	38.0135621	Polygon	23.823649,38.0135621,23.8236651,38.0133191,23.8240701,38.0133318,23.824046,38.0135759,23.823649,38.0135621	way/414000977				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος																																																																			
23.745404	37.9137276	Polygon	23.745404,37.9137276,23.7451362,37.9135629,23.7454614,37.9132337,23.7455594,37.9132937,23.7457298,37.913398,23.7456778,37.9134506,23.745404,37.9137276	way/414843207								yes						supermarket																																																																									
23.8344789	38.0135215	Polygon	23.8344789,38.0135215,23.8343805,38.0133038,23.8346349,38.0132325,23.8347871,38.0135692,23.8346148,38.0136176,23.8345609,38.0134985,23.8344789,38.0135215	way/419660567				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αγία Παρασκευή	517	15343	Μεσογείων	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			+302106017632 +302106017637 +302106017638	https://www.ab.gr/storedetails/ag-paraskeyi-4-mesogeion			ΑΓ.ΠΑΡΑΣΚΕΥΗ 4 ΜΕΣΟΓΕΙΩΝ																																																												
23.775477	38.0043255	Polygon	23.775477,38.0043255,23.7752721,38.0040309,23.7755775,38.003899,23.7756784,38.004044,23.775549,38.0040999,23.7756034,38.0041781,23.7755196,38.0042143,23.7755692,38.0042856,23.775477,38.0043255	way/424912505				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Ψυχικό	228	11525	Κηφισίας	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			+302106718000‐2	https://www.ab.gr/storedetails/psychiko			ΨΥΧΙΚΟ																																																												
23.6961035	37.9342669	Polygon	23.6961035,37.9342669,23.6965268,37.9342829,23.6965169,37.9344455,23.6960937,37.9344295,23.6961035,37.9342669	way/426938907				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	commercial		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00	Mo-Fr 07:00-21:00; Sa 07:00-20:00	supermarket	Παλαιό Φάληρο	5	17564	Αγίας Κυριακής	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			+302109411222 +302109411323	https://www.ab.gr/storedetails/p-faliro			Π. ΦΑΛΗΡΟ																																																												
23.7499969	37.9115097	Polygon	23.7499969,37.9115097,23.750151,37.9113621,23.7501608,37.911368,23.7502396,37.9114151,23.7502674,37.9114318,23.7503244,37.9114283,23.7503245,37.9114034,23.7504867,37.911399,23.7504867,37.9114059,23.7505039,37.9114055,23.750507,37.9114408,23.7505136,37.9115181,23.7505002,37.911517,23.7505026,37.9115301,23.7500698,37.9115504,23.7499969,37.9115097	way/427799537				Γαλαξίας	Galaxias	Q5518063	el:Γαλαξίας (σούπερ μάρκετ)	retail		Γαλαξίας	Galaxias	Mo-Fr 08:00-21:00; Sa 08:00-20:00		supermarket	Αργυρούπολη	2	16451	Διγενή Ακρίτα	Γαλαξίας	Γαλαξίας			+30 210 9938283	http://www.5ae.gr/																																																															
23.6735877	37.9594507	Polygon	23.6735877,37.9594507,23.6735374,37.959362,23.673457,37.9592353,23.6738105,37.9591019,23.6738337,37.9591403,23.6738935,37.9591177,23.673946,37.9592042,23.674014,37.9591786,23.674069,37.9592691,23.6735877,37.9594507	way/430087551								yes		My market		Mo-Fr 08:00-21:00; Sa 08:00-20:00		supermarket	Άγιος Ιωάννης Ρέντη	4	18233	Περικλέους					+30 210 4819618																																																																
23.7352136	38.0087246	Polygon	23.7352136,38.0087246,23.7352123,38.0084742,23.7353276,38.0084746,23.7357125,38.0084763,23.7357138,38.0086579,23.7357554,38.0086611,23.7357622,38.0087637,23.7357467,38.0087626,23.7357102,38.00876,23.73534,38.0087336,23.7352136,38.0087246	way/436262051				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα	240	11256	Πατησίων	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος				https://www.ab.gr/storedetails/radio-city			ΡΑΔΙΟ CITY																																																												
23.7339857	38.0010258	Polygon	23.7339857,38.0010258,23.7340035,38.0011045,23.734024,38.0011016,23.7340345,38.0011478,23.734014,38.0011507,23.7340167,38.0011625,23.733992,38.0011658,23.7339076,38.001178,23.7339021,38.0011538,23.7338571,38.0011602,23.7338625,38.0011837,23.7338448,38.0011862,23.7337367,38.0012018,23.7337002,38.0010712,23.7337788,38.0010618,23.7338095,38.0010582,23.7338333,38.0010554,23.7338365,38.0010793,23.7338786,38.0010723,23.7338761,38.0010468,23.7339857,38.0010258	way/440103001				Μασούτης	Masoutis	Q6783887	en:Masoutis	yes		Μασούτης	Masoutis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα	158	11257	Πατησίων	Μασούτης	Μασούτης																																																																			
23.7353064	38.0112572	Polygon	23.7353064,38.0112572,23.7354955,38.0112524,23.7355782,38.0112503,23.7355829,38.0114664,23.7355114,38.0114669,23.7354727,38.0114671,23.7353156,38.0114682,23.7353064,38.0112572	way/441954033				Μασούτης	Masoutis	Q6783887	en:Masoutis	yes		Μασούτης	Masoutis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα			Πατησίων	Μασούτης	Μασούτης																																																																			
23.7338762	38.0249619	Polygon	23.7338762,38.0249619,23.7338422,38.0249675,23.7338368,38.0249504,23.7337833,38.024958,23.733787,38.024976,23.7337242,38.0249884,23.7337153,38.0249472,23.7337004,38.0248787,23.7338646,38.0247139,23.7338953,38.024705,23.7338901,38.0246939,23.7341125,38.0246433,23.734138,38.0247108,23.7341441,38.0247594,23.7341414,38.0248117,23.7341306,38.0248651,23.7341116,38.0249014,23.7340803,38.0249396,23.7340307,38.0249834,23.7339747,38.0250141,23.7339008,38.0250405,23.7338762,38.0249619	way/442332344				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	supermarket	yes	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος																																																																			
23.7500897	38.0412109	Polygon	23.7500897,38.0412109,23.750067,38.0411655,23.7500249,38.0410812,23.7500174,38.0410658,23.750232,38.041008,23.7502192,38.0409785,23.7503245,38.0409502,23.7503817,38.0410822,23.7503304,38.041096,23.7503495,38.0411401,23.750287,38.0411575,23.7500897,38.0412109	way/448728562								yes	yes	Market In		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Νέα Ιωνία											Market In																																																													
23.6885924	37.9887731	Polygon	23.6885924,37.9887731,23.6884581,37.988669,23.6884332,37.9886889,23.6882974,37.9885836,23.6885253,37.9884009,23.6886192,37.9884737,23.6887745,37.9883493,23.6887385,37.9883214,23.688918,37.9881777,23.6891302,37.9883422,23.6885924,37.9887731	way/448876901				Lidl		Q151954	en:Lidl	yes		Lidl				supermarket																																																																									
23.722044	37.9927007	Polygon	23.722044,37.9927007,23.7220359,37.9925464,23.7220098,37.9925464,23.7220091,37.9924809,23.7219863,37.9924809,23.7219827,37.9923636,23.7224851,37.9923381,23.7225616,37.992334,23.722575,37.9925496,23.7226153,37.9925485,23.7226969,37.9925422,23.7226998,37.992613,23.7226314,37.992613,23.7226273,37.9927007,23.722044,37.9927007	way/454686748				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes		Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket		8		Φιλαδελφείας	Σκλαβενίτης	Σκλαβενίτης																																																																			
23.655486	37.9803104	Polygon	23.655486,37.9803104,23.6554069,37.9801413,23.6554326,37.9801117,23.6554336,37.9800829,23.6555562,37.9800439,23.655575,37.9800751,23.6556185,37.980093,23.6557005,37.9802457,23.6557272,37.9802987,23.6556244,37.9803322,23.6555957,37.9802777,23.655486,37.9803104	way/458265133										My Market				supermarket																																																																									
23.6549472	37.9800172	Polygon	23.6549472,37.9800172,23.655045,37.9801099,23.6550302,37.9801201,23.6549995,37.9801255,23.6549837,37.9801123,23.6549699,37.9801209,23.6549244,37.9800897,23.6548928,37.9800507,23.6549472,37.9800172	way/458265680										ZHTA Market				supermarket																																																																									
23.7003542	37.969101	Polygon	23.7003542,37.969101,23.6999338,37.9689297,23.7009349,37.9681643,23.701238,37.9683694,23.7003542,37.969101	way/459205038				Lidl		Q151954	en:Lidl	yes		Lidl				supermarket																																																																									
23.8571441	38.0067851	Polygon	23.8571441,38.0067851,23.8577536,38.0065894,23.8580497,38.0075317,23.8576095,38.0076509,23.8571441,38.0067851	way/460537468				Lidl		Q151954	en:Lidl			Lidl		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su off		supermarket	Γέρακας		15344	Μαραθώνος						https://www.lidl.gr																						retail																																									
23.7416465	37.9501133	Polygon	23.7416465,37.9501133,23.7416576,37.9497772,23.7419177,37.9497861,23.7419156,37.9498323,23.7419513,37.9498333,23.7419389,37.9501066,23.7418957,37.9501054,23.7418948,37.9501239,23.7416465,37.9501133	way/468521220				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00	Mo-Fr 07:00-21:00; Sa 07:00-20:00	supermarket	Υμηττός	4	17237	Ηλιουπόλεως	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			+302109758570 +302109758571	https://www.ab.gr/storedetails/ymittos			ΥΜΗΤΤΟΣ																																																												
23.753808	37.9121806	Polygon	23.753808,37.9121806,23.7537965,37.9120326,23.7537796,37.9119254,23.753836,37.9119226,23.7539357,37.9119169,23.7539937,37.9119134,23.754004,37.9120204,23.7540483,37.9120171,23.754139,37.912011,23.754164,37.912233,23.7540253,37.9122427,23.754031,37.9122997,23.753939,37.9123061,23.7539239,37.9121724,23.753808,37.9121806	way/471231489				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	retail		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00	Mo-Fr 07:00-21:00; Sa 07:00-20:00	supermarket	Αργυρούπολη	63	16451	Αργυρουπόλεως	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			302109939033	https://www.ab.gr/storedetails/argyroypoli			ΑΡΓΥΡΟΥΠΟΛΗ																																																												
23.7497719	37.899255	Polygon	23.7497719,37.899255,23.749774,37.8991656,23.7497843,37.8991657,23.749788,37.8990122,23.7499494,37.8990146,23.749951,37.8992587,23.7499427,37.8992756,23.7499369,37.8992973,23.7499013,37.899323,23.7497811,37.8993213,23.7497826,37.8992552,23.7497719,37.899255	way/477568773								yes						supermarket																																																																									
23.7340762	37.9626971	Polygon	23.7340762,37.9626971,23.7341611,37.9624905,23.7342668,37.9625232,23.7344079,37.9625675,23.7343972,37.9626056,23.7344441,37.9626162,23.7344688,37.9625594,23.7345229,37.9624284,23.7346587,37.9624639,23.7345206,37.9628086,23.7340762,37.9626971	way/478838386				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00		supermarket	Αθήνα	69	11636	Βουλιαγμένης	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			302109234007	https://www.ab.gr/storedetails/mets			ΜΕΤΣ																				Μετς	ΑΒ	AB																																						
23.7503374	38.0211894	Polygon	23.7503374,38.0211894,23.7505102,38.021115,23.7505974,38.0212407,23.7504246,38.0213151,23.7503374,38.0211894	way/497747351				Μασούτης	Masoutis	Q6783887	en:Masoutis	yes	yes	Μασούτης	Masoutis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Γαλάτσι	97		Τράλλεων	Μασούτης	Μασούτης																																																																			
23.7356535	38.0189223	Polygon	23.7356535,38.0189223,23.7356313,38.0185584,23.7358248,38.0185533,23.7358835,38.0185499,23.7358922,38.018692,23.7359351,38.0188938,23.7356535,38.0189223	way/502844575				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00		supermarket	Αθήνα	342	11141	Πατησίων	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			+302102111615 +302102111616 +302102111830	https://www.ab.gr/storedetails/patisia-1-patision			ΠΑΤΗΣΙΑ 1 ΠΑΤΗΣΙΩΝ																																																												
23.7352986	38.0220882	Polygon	23.7352986,38.0220882,23.7352443,38.0219695,23.7352262,38.0219299,23.7353196,38.0219034,23.7353553,38.0219815,23.7353677,38.0219789,23.7354033,38.0220579,23.7352986,38.0220882	way/503685108				Μασούτης	Masoutis	Q6783887	en:Masoutis	yes	yes	Μασούτης	Masoutis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα	7	11141	Μακ Μίλαν	Μασούτης	Μασούτης																																																																			
23.7057597	38.0742451	Polygon	23.7057597,38.0742451,23.7060846,38.0743676,23.7059891,38.0745246,23.7057697,38.0744251,23.7056607,38.0743963,23.7057597,38.0742451	way/504750654								yes	yes	MyMarket		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket												My Market																																																													
23.7296835	38.0096397	Polygon	23.7296835,38.0096397,23.729699,38.0095292,23.7298578,38.0095339,23.7298773,38.0095344,23.7298921,38.0094245,23.7301636,38.0093707,23.7302381,38.0093818,23.7302776,38.0094927,23.7302629,38.0094953,23.730218,38.0095239,23.7302267,38.0095566,23.7300765,38.0095815,23.7300631,38.009555,23.7299752,38.0095709,23.7299739,38.0095825,23.7299377,38.0095857,23.729933,38.0096306,23.7299216,38.0096317,23.7299222,38.0096422,23.7297975,38.0096412,23.7296835,38.0096397	way/506807512				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes		Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα	298-300		Αχαρνών	Σκλαβενίτης	Σκλαβενίτης																																																																			
23.7178453	38.007867	Polygon	23.7178453,38.007867,23.7176554,38.0078743,23.7176548,38.0078642,23.717575,38.0078673,23.7175685,38.0077619,23.7177111,38.0077531,23.717773,38.0077523,23.7177736,38.0077624,23.7178391,38.0077592,23.7178441,38.0078583,23.7178453,38.007867	way/508822993				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes	yes	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος																																																																			
23.7018856	38.079123	Polygon	23.7018856,38.079123,23.7015717,38.0790917,23.7015828,38.0790224,23.7016722,38.0788319,23.7019208,38.0789042,23.7018856,38.079123	way/551061762								yes	yes	MyMarket		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
23.7554515	37.9324344	Polygon	23.7554515,37.9324344,23.7554062,37.9323954,23.7555957,37.9323143,23.7556272,37.9323434,23.7557143,37.9324042,23.7557526,37.9324281,23.7556359,37.9325608,23.7556292,37.932555,23.7556091,37.9325745,23.755589,37.9325618,23.7555739,37.9325757,23.7554636,37.9326777,23.7553918,37.9326369,23.7553503,37.9326052,23.7553039,37.9325657,23.7554515,37.9324344	way/563358302				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00	Mo-Fr 07:00-21:00; Sa 07:00-20:00	supermarket	Ηλιούπολη	7	16341	Πλατεία Εθνικής Αντιστάσεως	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			+302109956201 +302109956202	https://www.ab.gr/storedetails/ilioypoli			ΗΛΙΟΥΠΟΛΗ																																																												
23.8069045	38.0532243	Polygon	23.8069045,38.0532243,23.8068754,38.0531631,23.8069636,38.0531371,23.806987,38.0531864,23.8070568,38.0531659,23.8070836,38.053222,23.80705,38.0532319,23.8071256,38.0533909,23.8068836,38.0534623,23.8067869,38.053259,23.8069045,38.0532243	way/563623385				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes	yes	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Μαρούσι	9-11	15124	Χατζηαντωνίου	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			302106126551	https://www.ab.gr/storedetails/maroysi-chatziantonioy			ΜΑΡΟΥΣΙ ΧΑΤΖΗΑΝΤΩΝΙΟΥ																																																												
23.6687759	38.1024386	Polygon	23.6687759,38.1024386,23.6687689,38.1023237,23.6689697,38.1023054,23.668972,38.1024092,23.6687759,38.1024386	way/594716069								yes	yes	Το βελούχι		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Φυλή		13351	Ρήγα Φεραίου & Φυλής																																																																					
23.7261667	37.918978	Polygon	23.7261667,37.918978,23.7261058,37.9187816,23.7262189,37.9187579,23.7262123,37.9187368,23.7262866,37.9187229,23.726291,37.9187374,23.7265279,37.9186931,23.726559,37.9187151,23.7265375,37.9188951,23.7265158,37.9189105,23.7261667,37.918978	way/595095900				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes		Σκλαβενίτης	Sklavenitis			supermarket		53		Θεομήτορος	Σκλαβενίτης	Σκλαβενίτης																																																																			
23.7523116	38.0336959	Polygon	23.7523116,38.0336959,23.7524064,38.0335567,23.7523808,38.0335459,23.7524041,38.0335116,23.7524297,38.0335224,23.7524775,38.0334522,23.7525935,38.0335012,23.7524276,38.0337449,23.7523116,38.0336959	way/597413086								industrial	yes	Market In		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Νέα Ιωνία	6	14232	Λ. Κατσώνη													2																																																								
23.7137291	38.0631863	Polygon	23.7137291,38.0631863,23.7132613,38.0633472,23.7129978,38.0630039,23.7134498,38.062766,23.7136723,38.0627321,23.7137291,38.0631863	way/599244636				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes	yes	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket				Φυλής	Σκλαβενίτης	Σκλαβενίτης																																																																			
23.7133364	38.0620851	Polygon	23.7133364,38.0620851,23.7132867,38.0619548,23.7136342,38.0619048,23.713637,38.0620351,23.7133364,38.0620851	way/599246889								yes	yes	My market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Δημοτική Ενότητα Καματερού	205	13451	Φυλής					80111181920	https://www.mymarket.gr/									sm49@mymarket.gr																	2102385282																																					
23.8126454	38.101141	Polygon	23.8126454,38.101141,23.8127741,38.1012666,23.8127737,38.1013166,23.8127348,38.1013356,23.8127152,38.1013279,23.8125757,38.1013859,23.8125542,38.1013711,23.8125073,38.1014101,23.8124671,38.1013784,23.812514,38.1013426,23.8124429,38.1012962,23.8126454,38.101141	way/600978789				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης	yes	yes	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Κηφισιά	159	14564	Τατοΐου & Δρύμωνος	Σκλαβενίτης	Σκλαβενίτης			+30 210 6257560	http://www.sklavenitis.gr/																											Α																																				
23.7199295	37.9336308	Polygon	23.7199295,37.9336308,23.719851,37.9334308,23.7202053,37.9333443,23.7202139,37.9333662,23.7203044,37.9333442,23.7203245,37.9333952,23.7202339,37.9334172,23.7202838,37.9335444,23.7199295,37.9336308	way/636746527				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes		ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00	Mo-Fr 07:00-21:00; Sa 07:00-20:00	supermarket	Αγ. Δημήτριος	1	17341	Κομνηνών	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			302109373734	https://www.ab.gr/storedetails/ag-dimitrios			ΑΓ.ΔΗΜΗΤΡΙΟΣ																																																												
23.7016175	38.0376021	Polygon	23.7016175,38.0376021,23.7015622,38.0376718,23.7014183,38.037601,23.7012998,38.0377536,23.7008483,38.0375244,23.7010383,38.0373168,23.7016175,38.0376021	way/654341214				My market				yes	yes			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket				Ελαιών																																																																					
23.6934274	38.0369208	Polygon	23.6934274,38.0369208,23.6935884,38.0367497,23.6938386,38.0368957,23.6936777,38.0370668,23.6934274,38.0369208	way/654770277				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος	yes	yes	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Πετρούπολη	179	13231	25ης Μαρτίου	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			+302105065136 +302105014805	https://www.ab.gr/storedetails/petroypoli			ΠΕΤΡΟΥΠΟΛΗ																																																												
23.6932247	38.0292292	Polygon	23.6932247,38.0292292,23.6929848,38.0292293,23.6929794,38.0290412,23.6932194,38.0290411,23.6932247,38.0292292	way/655108186								yes	yes	Market In		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
